title,vote_count,vote_average,year,genres,id
The Devil's Own,300.0,5.9,1997,"['Crime', 'Thriller', 'Drama']",4477
Cats Don't Dance,25.0,7.1,1997,"['Animation', 'Comedy', 'Family', 'Music']",24662
B.A.P.S.,13.0,4.2,1997,"['Action', 'Comedy']",18423
Turbo: A Power Rangers Movie,60.0,4.6,1997,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller']",6499
Anna Karenina,26.0,6.4,1997,"['Drama', 'Romance']",50512
Double Team,163.0,4.4,1997,"['Action', 'Science Fiction']",9405
Inventing the Abbotts,43.0,6.4,1997,"['Drama', 'Romance']",12723
Anaconda,624.0,4.8,1997,"['Adventure', 'Horror', 'Thriller']",9360
Grosse Pointe Blank,278.0,6.9,1997,"['Action', 'Comedy', 'Thriller', 'Romance']",9434
Kissed,21.0,7.0,1996,"['Romance', 'Drama']",21626
8 Heads in a Duffel Bag,39.0,5.4,1997,"['Comedy', 'Crime']",13982
Paradise Road,21.0,6.2,1997,"['War', 'Drama', 'History']",77223
All Over Me,15.0,5.9,1997,"['Drama', 'Romance']",12793
Romy and Michele's High School Reunion,160.0,6.0,1997,['Comedy'],9611
Volcano,387.0,5.2,1997,"['Science Fiction', 'Action', 'Drama', 'Thriller']",10357
Austin Powers: International Man of Mystery,1033.0,6.5,1997,"['Science Fiction', 'Comedy', 'Crime']",816
Breakdown,202.0,6.6,1997,"['Drama', 'Action', 'Thriller']",2163
"Truth or Consequences, N.M.",15.0,5.7,1997,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",31017
Fathers' Day,77.0,5.1,1997,"['Comedy', 'Family']",12499
The Fifth Element,3962.0,7.3,1997,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",18
Nowhere,27.0,6.3,1997,"['Science Fiction', 'Drama', 'Comedy']",1811
Le Bonheur,21.0,7.0,1965,"['Drama', 'Romance']",53023
Love! Valour! Compassion!,10.0,5.7,1997,['Drama'],64802
Shall We Dance?,35.0,7.2,1996,"['Music', 'Comedy', 'Drama', 'Romance']",11239
Twin Town,29.0,6.6,1997,"['Comedy', 'Drama']",15321
Addicted to Love,112.0,6.1,1997,"['Comedy', 'Romance']",2058
Brassed Off,53.0,6.9,1996,"['Comedy', 'Romance', 'Drama']",9450
The Lost World: Jurassic Park,2528.0,6.2,1997,"['Adventure', 'Action', 'Science Fiction']",330
Ponette,11.0,7.5,1996,"['Drama', 'Foreign']",38523
Schizopolis,22.0,6.4,1996,['Comedy'],16375
Shiloh,17.0,5.7,1996,"['Drama', 'Family']",33660
Trial and Error,17.0,5.3,1997,"['Comedy', 'Romance']",17770
Buddy,13.0,3.9,1997,"['Adventure', 'Comedy', 'Family']",15170
Con Air,1289.0,6.5,1997,"['Action', 'Thriller', 'Crime']",1701
The Pillow Book,41.0,6.9,1996,"['Drama', 'Foreign', 'Romance']",26422
Speed 2: Cruise Control,439.0,4.1,1997,"['Action', 'Adventure', 'Thriller']",1639
Batman & Robin,1447.0,4.2,1997,"['Action', 'Crime', 'Fantasy']",415
Dream with the Fishes,10.0,7.7,1997,['Comedy'],47686
Head Above Water,39.0,5.8,1996,"['Comedy', 'Thriller']",11103
Hercules,1741.0,7.3,1997,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",11970
My Best Friend's Wedding,606.0,6.4,1997,"['Comedy', 'Romance']",8874
Tetsuo II: Body Hammer,24.0,5.6,1992,"['Science Fiction', 'Horror', 'Drama', 'Thriller']",17991
When the Cat's Away,16.0,6.1,1996,['Comedy'],11956
Contempt,138.0,7.5,1963,['Drama'],266
Face/Off,1612.0,6.8,1997,"['Action', 'Crime', 'Science Fiction', 'Thriller']",754
Men in Black,4521.0,6.9,1997,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",607
Out to Sea,20.0,5.8,1997,"['Comedy', 'Romance']",18080
Wild America,28.0,5.8,1997,['Family'],38225
A Simple Wish,46.0,5.5,1997,"['Adventure', 'Comedy', 'Family', 'Fantasy']",17834
Contact,1338.0,7.2,1997,"['Drama', 'Science Fiction', 'Mystery']",686
G.I. Jane,404.0,6.0,1997,"['Action', 'Drama']",4421
Conan the Barbarian,663.0,6.6,1982,"['Adventure', 'Fantasy', 'Action']",9387
George of the Jungle,508.0,5.4,1997,"['Adventure', 'Comedy', 'Family', 'Romance']",10603
Cop Land,384.0,6.6,1997,"['Action', 'Crime', 'Drama']",2142
Event Horizon,752.0,6.4,1997,"['Horror', 'Science Fiction', 'Mystery']",8413
Spawn,344.0,5.0,1997,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",10336
Air Bud,108.0,5.3,1997,"['Comedy', 'Family', 'Drama']",20737
Picture Perfect,114.0,5.1,1997,"['Comedy', 'Romance']",9413
In the Company of Men,45.0,6.8,1997,"['Comedy', 'Drama']",14585
Free Willy 3: The Rescue,76.0,5.6,1997,['Adventure'],18519
Career Girls,15.0,7.4,1997,['Drama'],49462
Conspiracy Theory,440.0,6.5,1997,"['Action', 'Drama', 'Mystery', 'Thriller']",8834
Desperate Measures,60.0,5.9,1998,"['Action', 'Drama', 'Thriller']",9458
Steel,49.0,4.2,1997,"['Science Fiction', 'Action', 'Adventure']",8854
She's So Lovely,26.0,5.3,1997,"['Drama', 'Romance', 'Thriller']",38295
Hoodlum,33.0,6.5,1997,"['Crime', 'Drama']",22073
Leave it to Beaver,20.0,5.2,1997,"['Adventure', 'Comedy', 'Drama', 'Family']",37244
Mimic,255.0,5.7,1997,"['Fantasy', 'Horror', 'Thriller']",4961
Money Talks,90.0,6.0,1997,"['Action', 'Adventure', 'Comedy']",9416
Excess Baggage,56.0,5.6,1997,"['Action', 'Comedy', 'Romance']",26180
Kull the Conqueror,39.0,5.2,1997,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",17832
Air Force One,859.0,6.2,1997,"['Action', 'Thriller']",9772
One Eight Seven,141.0,6.5,1997,"['Drama', 'Thriller']",6072
The Hunt for Red October,971.0,7.2,1990,"['Action', 'Adventure', 'Thriller']",1669
My Own Private Idaho,218.0,7.1,1991,"['Drama', 'Romance']",468
"Kiss Me, Guido",10.0,4.4,1997,['Comedy'],32519
In & Out,181.0,6.3,1997,"['Comedy', 'Romance']",10806
The Edge,359.0,6.8,1997,"['Action', 'Adventure', 'Drama']",9433
The Peacemaker,263.0,5.8,1997,"['Action', 'Thriller']",6623
L.A. Confidential,1340.0,7.7,1997,"['Crime', 'Drama', 'Mystery', 'Thriller']",2118
Seven Years in Tibet,644.0,7.0,1997,"['Adventure', 'Drama', 'History']",978
Kiss the Girls,353.0,6.2,1997,"['Drama', 'Mystery', 'Thriller', 'Crime']",9437
Soul Food,19.0,6.6,1997,"['Comedy', 'Drama']",29461
Wishmaster,114.0,5.6,1997,['Horror'],10351
A Thousand Acres,11.0,5.7,1997,['Drama'],66588
The Game,1556.0,7.5,1997,"['Drama', 'Thriller', 'Mystery']",2649
Fire Down Below,91.0,5.0,1997,"['Action', 'Adventure', 'Crime', 'Thriller']",14289
U Turn,185.0,6.5,1997,['Thriller'],10155
The Matchmaker,18.0,6.1,1997,"['Comedy', 'Romance']",20457
The Assignment,41.0,6.6,1997,"['Thriller', 'Action', 'Crime']",18355
Ulee's Gold,19.0,6.5,1997,['Drama'],55306
The Ice Storm,181.0,6.9,1997,['Drama'],68924
Chasing Amy,441.0,6.7,1997,"['Comedy', 'Drama', 'Romance']",2255
The Full Monty,372.0,6.9,1997,['Comedy'],9427
Mrs Brown,45.0,6.6,1997,"['Drama', 'History', 'Romance']",17589
I Know What You Did Last Summer,698.0,5.6,1997,"['Horror', 'Thriller', 'Mystery']",3597
The Devil's Advocate,1414.0,7.2,1997,"['Drama', 'Horror', 'Mystery', 'Thriller']",1813
RocketMan,36.0,5.4,1997,"['Comedy', 'Family', 'Science Fiction']",36797
Playing God,26.0,5.6,1997,"['Drama', 'Action', 'Thriller', 'Crime']",12628
The House of Yes,30.0,6.3,1997,"['Comedy', 'Drama']",33344
Gattaca,1846.0,7.5,1997,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",782
FairyTale: A True Story,25.0,6.2,1997,"['Fantasy', 'Drama', 'Mystery', 'Family']",29911
Phantoms,110.0,5.2,1998,"['Horror', 'Science Fiction', 'Thriller']",9827
Swept from the Sea,12.0,6.5,1998,"['Drama', 'Romance']",1959
A Life Less Ordinary,130.0,6.2,1997,"['Fantasy', 'Drama', 'Comedy', 'Thriller', 'Science Fiction', 'Romance']",8067
Eve's Bayou,29.0,6.3,1997,['Drama'],45153
Switchback,52.0,5.8,1997,"['Action', 'Adventure', 'Mystery', 'Thriller']",10871
Gang Related,32.0,6.5,1997,"['Action', 'Drama']",14398
Stripes,253.0,6.5,1981,"['Action', 'Comedy']",10890
Bean,602.0,6.3,1997,['Comedy'],1281
Hugo Pool,16.0,5.2,1997,"['Comedy', 'Romance']",32332
Mad City,81.0,5.9,1997,"['Action', 'Drama', 'Thriller']",9770
One Night Stand,24.0,5.7,1997,['Drama'],12616
Welcome to Sarajevo,22.0,6.5,1997,"['War', 'Drama', 'History']",14905
Deceiver,16.0,6.6,1997,"['Mystery', 'Crime', 'Drama', 'Thriller']",14583
The Rainmaker,239.0,6.7,1997,"['Drama', 'Crime', 'Thriller']",11975
Boogie Nights,812.0,7.5,1997,['Drama'],4995
Witness,390.0,7.0,1985,"['Crime', 'Drama', 'Romance', 'Thriller']",9281
Starship Troopers,1584.0,6.7,1997,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",563
The Joy Luck Club,34.0,7.1,1993,['Drama'],19931
Chairman of the Board,13.0,2.7,1998,['Comedy'],31535
Sliding Doors,363.0,6.6,1998,"['Comedy', 'Drama', 'Fantasy', 'Romance']",10215
Mortal Kombat: Annihilation,225.0,3.8,1997,"['Action', 'Fantasy', 'Science Fiction']",9823
The Truman Show,4702.0,7.8,1998,"['Comedy', 'Drama']",37165
The Wings of the Dove,34.0,6.9,1997,"['Drama', 'Romance']",45609
"I Love You, I Love You Not",10.0,5.0,1996,"['Drama', 'Family', 'Romance']",45565
Red Corner,79.0,5.9,1997,"['Crime', 'Drama', 'Thriller']",9407
The Jackal,536.0,6.1,1997,"['Action', 'Thriller', 'Adventure', 'Crime']",4824
Anastasia,1481.0,7.4,1997,"['Animation', 'Family']",9444
The Man Who Knew Too Little,126.0,6.5,1997,"['Comedy', 'Thriller', 'Crime', 'Action']",9414
Alien: Resurrection,1388.0,5.9,1997,"['Science Fiction', 'Horror', 'Action']",8078
Amistad,324.0,6.8,1997,"['Drama', 'History', 'Mystery']",11831
The Apostle,39.0,6.1,1997,['Drama'],2895
Artemisia,10.0,6.2,1997,"['Drama', 'History']",39177
Bent,34.0,6.3,1997,"['Drama', 'History', 'Romance']",19601
The Butcher Boy,36.0,6.7,1997,"['Comedy', 'Drama']",22797
Deconstructing Harry,188.0,7.3,1997,"['Comedy', 'Drama']",2639
Flubber,707.0,5.3,1997,"['Comedy', 'Family', 'Science Fiction']",9574
For Richer or Poorer,43.0,5.6,1997,['Comedy'],10371
Good Will Hunting,2880.0,7.9,1997,['Drama'],489
Home Alone 3,632.0,5.1,1997,"['Comedy', 'Family']",9714
Midnight in the Garden of Good and Evil,161.0,6.3,1997,"['Crime', 'Drama', 'Mystery', 'Thriller']",8197
MouseHunt,297.0,6.2,1997,"['Comedy', 'Family']",6283
Office Killer,14.0,5.0,1997,"['Comedy', 'Horror', 'Thriller']",49728
Scream 2,856.0,6.1,1997,"['Horror', 'Mystery']",4233
The Sweet Hereafter,108.0,6.8,1997,['Drama'],10217
Titanic,7770.0,7.5,1997,"['Drama', 'Romance', 'Thriller']",597
Tomorrow Never Dies,941.0,6.0,1997,"['Adventure', 'Action', 'Thriller']",714
The Postman,306.0,6.1,1997,"['Drama', 'Adventure']",9922
The Horse Whisperer,296.0,6.7,1998,"['Drama', 'Romance']",547
The Winter Guest,10.0,6.9,1997,['Drama'],25994
Jackie Brown,1580.0,7.3,1997,"['Comedy', 'Crime', 'Romance']",184
Kundun,92.0,6.8,1997,['Drama'],9746
Mr. Magoo,75.0,3.9,1997,"['Comedy', 'Family']",9438
The Big Lebowski,3001.0,7.8,1998,"['Comedy', 'Crime']",115
My Life in Pink,28.0,7.2,1997,"['Drama', 'Comedy']",27103
Great Expectations,131.0,6.4,1998,"['Comedy', 'Drama', 'Romance']",9410
3 Ninjas: High Noon at Mega Mountain,38.0,3.9,1998,"['Action', 'Comedy', 'Family']",32302
Firestorm,17.0,4.7,1998,"['Action', 'Adventure', 'Thriller']",41417
Senseless,76.0,5.8,1998,"['Comedy', 'Romance']",12538
Wag the Dog,273.0,6.7,1997,"['Comedy', 'Drama']",586
Dark City,838.0,7.2,1998,"['Mystery', 'Science Fiction']",2666
Star Kid,16.0,4.9,1997,"['Action', 'Adventure', 'Family', 'Science Fiction']",54007
Hard Rain,181.0,5.5,1998,['Thriller'],11258
Half Baked,179.0,6.4,1998,"['Comedy', 'Crime']",9490
Fallen,346.0,6.6,1998,"['Thriller', 'Fantasy', 'Crime', 'Drama']",9411
Shooting Fish,23.0,7.0,1997,"['Crime', 'Comedy', 'Romance']",25719
The Prophecy II,49.0,5.9,1998,"['Fantasy', 'Horror', 'Thriller']",9033
Fallen Angels,113.0,7.7,1995,"['Drama', 'Action', 'Romance']",11220
Four Days in September,22.0,7.3,1997,"['Action', 'Drama', 'Foreign', 'History', 'Thriller']",21253
Spice World,124.0,4.7,1997,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']",6116
Deep Rising,155.0,6.0,1998,"['Adventure', 'Action', 'Horror', 'Science Fiction']",9457
Music from Another Room,14.0,5.7,1998,"['Comedy', 'Drama', 'Romance']",39424
Mother and Son,14.0,7.6,1997,['Drama'],44361
The Replacement Killers,128.0,6.0,1998,"['Action', 'Drama', 'Crime', 'Thriller']",11702
B. Monkey,14.0,5.8,1998,"['Romance', 'Crime', 'Drama']",2923
The Night Flier,60.0,5.7,1997,"['Mystery', 'Horror', 'Fantasy']",12238
Blues Brothers 2000,166.0,5.2,1998,"['Music', 'Action', 'Comedy', 'Crime']",11568
Tokyo Fist,29.0,6.6,1995,"['Romance', 'Action', 'Drama', 'Thriller']",41577
The Wedding Singer,603.0,6.5,1998,"['Romance', 'Comedy']",11003
Sphere,483.0,5.8,1998,['Science Fiction'],10153
Palmetto,29.0,5.7,1998,"['Mystery', 'Thriller', 'Drama', 'Romance', 'Crime']",30949
As Good as It Gets,946.0,7.2,1997,"['Comedy', 'Romance']",2898
King of New York,130.0,6.5,1990,"['Thriller', 'Crime']",9558
Twilight,36.0,6.1,1998,"['Drama', 'Crime', 'Mystery', 'Thriller']",26269
U.S. Marshals,383.0,6.2,1998,"['Thriller', 'Crime', 'Action']",11808
Love and Death on Long Island,11.0,6.9,1997,"['Drama', 'Romance', 'Foreign']",47452
Midaq Alley,12.0,6.4,1995,['Drama'],18205
Everest,20.0,6.3,1998,"['Adventure', 'Documentary']",21736
Hush,44.0,5.9,1998,"['Drama', 'Thriller']",17941
Suicide Kings,86.0,6.7,1997,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",10668
The Man in the Iron Mask,1052.0,6.3,1998,"['Action', 'Adventure', 'Drama']",9313
The Newton Boys,44.0,5.9,1998,"['Crime', 'Action', 'Drama']",42807
Wild Things,454.0,6.3,1998,['Thriller'],617
Paulie,83.0,6.0,1998,"['Comedy', 'Family']",36568
Fireworks,118.0,7.6,1997,"['Crime', 'Drama']",5910
Primary Colors,97.0,6.1,1998,"['Comedy', 'Drama']",9440
Wide Awake,12.0,5.2,1998,"['Comedy', 'Drama', 'Family']",32911
Two Girls and a Guy,25.0,5.4,1997,"['Drama', 'Romance']",32456
The Object of My Affection,75.0,5.6,1998,"['Comedy', 'Drama', 'Romance']",17127
Meet the Deedles,19.0,4.1,1998,"['Animation', 'Comedy', 'Family']",40688
Homegrown,16.0,5.5,1998,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']",17133
The Players Club,15.0,6.2,1998,['Drama'],19848
The Big One,24.0,6.2,1997,['Documentary'],1774
Lost in Space,395.0,5.0,1998,"['Adventure', 'Family', 'Science Fiction']",2157
Mercury Rising,374.0,6.0,1998,"['Action', 'Crime', 'Drama', 'Thriller']",8838
The Spanish Prisoner,74.0,7.1,1997,"['Crime', 'Drama', 'Mystery', 'Thriller']",29193
City of Angels,537.0,6.5,1998,"['Drama', 'Fantasy', 'Romance']",795
The Last Days of Disco,50.0,6.8,1998,"['Comedy', 'Drama', 'Romance']",16980
The Odd Couple II,28.0,6.1,1998,"['Adventure', 'Comedy']",27472
My Giant,33.0,5.1,1998,"['Comedy', 'Drama', 'Family']",47881
He Got Game,140.0,6.7,1998,['Drama'],9469
The Gingerbread Man,37.0,5.7,1998,['Thriller'],12488
Slappy and the Stinkers,16.0,5.6,1998,"['Adventure', 'Family']",81367
Live Flesh,89.0,7.2,1997,"['Drama', 'Romance', 'Thriller']",267
Zero Effect,56.0,6.0,1998,"['Comedy', 'Crime', 'Mystery', 'Thriller']",16148
Nil by Mouth,35.0,7.1,1997,['Drama'],21252
The Borrowers,136.0,5.8,1997,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",9449
Prince Valiant,10.0,4.7,1997,"['Adventure', 'Fantasy']",6264
Kissing a Fool,16.0,5.9,1998,"['Comedy', 'Romance']",15513
Krippendorf's Tribe,28.0,4.3,1998,"['Comedy', 'Drama', 'Family']",31220
Kurt & Courtney,30.0,5.9,1998,"['Documentary', 'Music']",13907
The Real Blonde,13.0,5.5,1997,"['Comedy', 'Drama', 'Romance']",29825
Mr. Nice Guy,129.0,6.2,1997,"['Crime', 'Action', 'Comedy']",10622
Taste of Cherry,78.0,7.1,1997,['Drama'],30020
Character,25.0,7.7,1997,"['Drama', 'Foreign', 'History']",17139
Species II,161.0,4.5,1998,"['Science Fiction', 'Action', 'Horror']",10216
Major League: Back to the Minors,20.0,4.3,1998,['Comedy'],9771
The Big Hit,112.0,6.1,1998,"['Action', 'Adventure', 'Comedy', 'Thriller']",9448
Tarzan and the Lost City,10.0,3.3,1998,"['Action', 'Adventure']",38618
Black Dog,45.0,5.2,1998,"['Action', 'Adventure', 'Thriller']",18316
Les Misérables,157.0,7.1,1998,"['Crime', 'Drama', 'History', 'Romance']",4415
Clockwatchers,13.0,5.6,1997,"['Comedy', 'Drama']",55561
Deep Impact,870.0,5.9,1998,"['Action', 'Drama', 'Romance']",8656
Woo,10.0,5.5,1998,"['Comedy', 'Romance']",58680
Lawn Dogs,32.0,7.3,1997,['Drama'],35796
Quest for Camelot,193.0,6.9,1998,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",18937
Godzilla,1075.0,5.3,1998,"['Science Fiction', 'Action', 'Thriller']",929
Bulworth,66.0,6.3,1998,"['Comedy', 'Drama']",9452
Fear and Loathing in Las Vegas,1321.0,7.2,1998,"['Adventure', 'Drama', 'Comedy']",1878
The Opposite of Sex,56.0,5.9,1998,"['Comedy', 'Drama']",9844
Almost Heroes,57.0,5.5,1998,"['Action', 'Adventure', 'Comedy', 'Western']",14342
Hope Floats,82.0,5.8,1998,"['Drama', 'Romance']",9715
Insomnia,55.0,6.6,1997,"['Crime', 'Drama', 'Thriller']",26610
The Ugly,14.0,5.9,1997,"['Horror', 'Thriller']",40961
A Perfect Murder,320.0,6.3,1998,"['Crime', 'Thriller', 'Drama']",1965
Beyond Silence,12.0,6.5,1996,['Drama'],312
Six Days Seven Nights,343.0,5.6,1998,"['Action', 'Adventure', 'Comedy', 'Romance']",6068
Can't Hardly Wait,122.0,6.1,1998,"['Comedy', 'Drama', 'Romance']",15037
Cousin Bette,10.0,5.9,1998,"['Comedy', 'Drama', 'Romance']",50043
High Art,32.0,6.3,1998,"['Drama', 'Romance']",37636
Children of Heaven,113.0,7.8,1997,"['Drama', 'Comedy', 'Family']",21334
Dream for an Insomniac,12.0,6.1,1996,"['Romance', 'Comedy', 'Drama']",32284
Henry Fool,29.0,6.9,1997,"['Comedy', 'Drama']",37410
Mr. Jealousy,10.0,6.1,1997,"['Comedy', 'Romance']",53765
Mulan,2089.0,7.6,1998,"['Animation', 'Family', 'Adventure']",10674
The X Files,494.0,6.6,1998,"['Mystery', 'Science Fiction', 'Thriller']",846
Doctor Dolittle,705.0,5.4,1998,"['Comedy', 'Family', 'Fantasy']",3050
Out of Sight,338.0,6.5,1998,"['Romance', 'Comedy', 'Crime']",1389
Picnic at Hanging Rock,156.0,7.1,1975,"['Thriller', 'Drama', 'Mystery']",11020
Smoke Signals,25.0,6.7,1998,"['Drama', 'Comedy']",20862
Buffalo '66,172.0,7.2,1998,"['Romance', 'Comedy', 'Crime', 'Drama']",9464
Armageddon,2540.0,6.5,1998,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",95
Lethal Weapon 4,782.0,6.3,1998,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",944
Madeline,46.0,5.1,1998,"['Comedy', 'Drama', 'Family']",35680
Small Soldiers,522.0,6.2,1998,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']",11551
Pi,600.0,7.1,1998,"['Mystery', 'Drama', 'Thriller']",473
There's Something About Mary,1616.0,6.5,1998,"['Romance', 'Comedy']",544
Plan 9 from Outer Space,137.0,4.4,1959,"['Science Fiction', 'Horror']",10513
Wings,59.0,7.0,1927,"['Action', 'Drama', 'Romance', 'War']",28966
The Broadway Melody,20.0,5.0,1929,"['Drama', 'Music', 'Romance']",65203
All Quiet on the Western Front,166.0,7.5,1930,"['Drama', 'War']",143
Cimarron,22.0,5.1,1931,"['Drama', 'Western']",42861
Grand Hotel,67.0,6.5,1932,"['Drama', 'Romance']",33680
Cavalcade,17.0,4.6,1933,['Drama'],56164
Mutiny on the Bounty,72.0,7.1,1935,"['Adventure', 'Drama', 'History', 'Romance']",12311
The Great Ziegfeld,19.0,6.2,1936,"['Drama', 'Music', 'Romance']",43277
The Life of Emile Zola,19.0,6.6,1937,['Drama'],43278
You Can't Take It With You,79.0,7.2,1938,"['Comedy', 'Romance']",34106
How Green Was My Valley,76.0,6.9,1941,['Drama'],43266
Mrs. Miniver,47.0,6.7,1942,"['Drama', 'Romance', 'War']",27367
Going My Way,37.0,6.9,1944,"['Drama', 'Comedy', 'Music']",17661
The Lost Weekend,115.0,7.4,1945,['Drama'],28580
The Best Years of Our Lives,148.0,7.6,1946,"['Drama', 'History', 'Romance']",887
Gentleman's Agreement,48.0,6.8,1947,"['Drama', 'Romance']",33667
Hamlet,48.0,7.1,1948,['Drama'],23383
All the King's Men,51.0,6.3,1949,['Drama'],25430
The Greatest Show on Earth,51.0,6.6,1952,"['Action', 'Drama', 'Romance']",27191
From Here to Eternity,137.0,7.2,1953,"['War', 'Drama', 'Romance']",11426
On the Waterfront,368.0,8.0,1954,"['Crime', 'Drama']",654
Marty,75.0,7.2,1955,"['Drama', 'Romance']",15919
West Side Story,399.0,7.0,1961,"['Crime', 'Drama', 'Music']",1725
Tom Jones,40.0,6.1,1963,"['Adventure', 'Comedy', 'History', 'Romance']",5769
A Man for All Seasons,90.0,7.5,1966,"['Drama', 'History']",874
In the Heat of the Night,207.0,7.5,1967,"['Crime', 'Drama', 'Mystery', 'Thriller']",10633
Oliver!,106.0,7.0,1968,"['Drama', 'Family', 'Music']",17917
Midnight Cowboy,307.0,7.4,1969,['Drama'],3116
The French Connection,435.0,7.4,1971,"['Action', 'Crime', 'Thriller']",1051
Rocky,1843.0,7.5,1976,['Drama'],1366
Kramer vs. Kramer,483.0,7.4,1979,['Drama'],12102
Ordinary People,147.0,7.4,1980,['Drama'],16619
Chariots of Fire,213.0,6.9,1981,"['Drama', 'History']",9443
Terms of Endearment,178.0,6.9,1983,"['Drama', 'Comedy']",11050
Out of Africa,290.0,7.0,1985,['Drama'],606
The Last Emperor,362.0,7.4,1987,"['Drama', 'History']",746
Rain Man,1762.0,7.6,1988,['Drama'],380
Driving Miss Daisy,358.0,7.0,1989,"['Comedy', 'Drama']",403
Take the Money and Run,177.0,7.0,1969,"['Comedy', 'Crime']",11485
Klute,88.0,6.5,1971,['Mystery'],466
Repo Man,146.0,6.7,1984,"['Comedy', 'Crime', 'Science Fiction', 'Thriller']",13820
Metropolitan,39.0,7.0,1990,"['Comedy', 'Drama']",15389
Labyrinth,618.0,7.1,1986,"['Adventure', 'Family', 'Fantasy']",13597
The Breakfast Club,2189.0,7.8,1985,"['Comedy', 'Drama']",2108
A Nightmare on Elm Street Part 2: Freddy's Revenge,367.0,5.7,1985,['Horror'],10014
A Nightmare on Elm Street 3: Dream Warriors,363.0,6.5,1987,"['Horror', 'Thriller']",10072
